Test,tenure,Monthly Charges,Total Charges Residues,Total Charges
2D GAN,63.91,146.00,,
2D GAN,52.34,86.08,,
2D GAN,21.33,55.98,,
2D GAN,16.03,72.74,,
2D GAN,1.20,75.49,,
2D GAN,1.30,89.78,,
2D GAN,1.57,73.63,,
2D GAN,12.83,56.30,,
2D GAN,25.28,42.30,,
2D GAN,0.92,65.29,,
2D GAN,0.65,49.36,,
2D GAN,7.48,110.04,,
2D GAN,12.04,103.53,,
2D GAN,0.95,60.25,,
2D GAN,10.26,61.42,,
2D GAN,32.12,84.18,,
2D GAN,8.72,60.31,,
2D GAN,5.10,78.40,,
2D GAN,31.47,70.60,,
2D GAN,5.78,42.23,,
2D GAN,3.04,39.56,,
2D GAN,6.28,48.37,,
2D GAN,6.08,103.93,,
2D GAN,15.64,73.92,,
2D GAN,2.82,61.99,,
2D GAN,16.23,30.50,,
2D GAN,1.18,72.26,,
2D GAN,8.00,42.75,,
2D GAN,1.06,60.83,,
2D GAN,0.91,88.70,,
2D GAN,0.71,65.74,,
2D GAN,25.70,74.98,,
2D GAN,30.25,58.77,,
2D GAN,47.70,70.28,,
2D GAN,0.81,51.85,,
2D GAN,44.74,65.39,,
2D GAN,6.93,60.33,,
2D GAN,1.23,89.47,,
2D GAN,7.39,63.72,,
2D GAN,0.76,69.14,,
2D GAN,44.94,66.62,,
2D GAN,0.88,86.68,,
2D GAN,35.83,82.82,,
2D GAN,16.81,82.71,,
2D GAN,45.24,67.22,,
2D GAN,5.69,73.46,,
2D GAN,7.72,69.86,,
2D GAN,2.82,41.73,,
2D GAN,16.04,90.73,,
2D GAN,10.61,68.34,,
2D GAN,45.34,111.25,,
2D GAN,29.59,63.66,,
2D GAN,8.36,69.67,,
2D GAN,0.54,59.74,,
2D GAN,45.53,54.84,,
2D GAN,4.93,45.13,,
2D GAN,1.35,96.79,,
2D GAN,42.25,71.06,,
2D GAN,15.66,51.95,,
2D GAN,15.91,78.24,,
2D GAN,62.97,111.28,,
2D GAN,18.40,53.34,,
2D GAN,32.42,112.04,,
2D GAN,2.96,38.53,,
2D GAN,17.24,79.24,,
2D GAN,8.85,82.51,,
2D GAN,8.88,61.30,,
2D GAN,13.99,51.64,,
2D GAN,23.44,49.50,,
2D GAN,1.28,56.73,,
2D GAN,6.98,50.44,,
2D GAN,1.02,36.75,,
2D GAN,2.28,64.61,,
2D GAN,17.45,76.39,,
2D GAN,36.73,76.76,,
2D GAN,2.40,31.45,,
2D GAN,32.64,99.43,,
2D GAN,24.91,84.84,,
2D GAN,1.99,80.05,,
2D GAN,28.16,58.52,,
2D GAN,19.66,67.67,,
2D GAN,0.90,69.89,,
2D GAN,9.52,74.00,,
2D GAN,1.97,96.59,,
2D GAN,2.08,78.79,,
2D GAN,19.00,87.15,,
2D GAN,28.13,118.04,,
2D GAN,1.22,76.15,,
2D GAN,66.74,98.81,,
2D GAN,14.49,75.09,,
2D GAN,12.62,89.08,,
2D GAN,1.20,84.42,,
2D GAN,8.96,56.48,,
2D GAN,1.26,94.49,,
2D GAN,52.71,109.31,,
2D GAN,2.24,69.81,,
2D GAN,1.37,84.35,,
2D GAN,1.02,84.09,,
2D GAN,10.43,135.73,,
2D GAN,4.71,97.71,,
2D GAN,29.25,108.56,,
2D GAN,5.19,92.99,,
2D GAN,2.53,62.80,,
2D GAN,13.89,78.22,,
2D GAN,16.25,52.42,,
2D GAN,1.40,103.86,,
2D GAN,1.00,56.22,,
2D GAN,2.25,57.88,,
2D GAN,1.19,74.51,,
2D GAN,12.56,93.97,,
2D GAN,4.18,83.00,,
2D GAN,41.21,50.92,,
2D GAN,9.11,49.91,,
2D GAN,14.63,57.31,,
2D GAN,15.67,76.18,,
2D GAN,0.96,63.74,,
2D GAN,1.25,72.53,,
2D GAN,3.99,91.52,,
2D GAN,1.59,104.09,,
2D GAN,3.06,70.11,,
2D GAN,0.80,55.14,,
2D GAN,14.96,116.18,,
2D GAN,31.46,82.36,,
2D GAN,11.44,66.53,,
2D GAN,28.24,41.34,,
2D GAN,0.65,44.50,,
2D GAN,29.21,55.12,,
2D GAN,9.00,76.51,,
2D GAN,4.67,42.84,,
2D GAN,22.37,86.18,,
2D GAN,22.89,64.50,,
2D GAN,21.09,116.20,,
2D GAN,5.84,36.95,,
2D GAN,45.00,107.32,,
2D GAN,0.87,65.01,,
2D GAN,2.79,96.45,,
2D GAN,25.14,73.09,,
2D GAN,26.56,36.40,,
2D GAN,1.28,97.45,,
2D GAN,70.18,96.29,,
2D GAN,42.51,79.54,,
2D GAN,1.52,97.25,,
2D GAN,1.43,99.37,,
2D GAN,2.20,76.85,,
2D GAN,32.58,74.51,,
2D GAN,9.16,84.39,,
2D GAN,4.41,82.54,,
2D GAN,11.90,102.52,,
2D GAN,27.50,104.76,,
2D GAN,1.38,89.82,,
2D GAN,30.63,91.86,,
2D GAN,9.98,70.78,,
2D GAN,36.06,51.76,,
2D GAN,5.73,42.88,,
2D GAN,1.58,108.12,,
2D GAN,2.80,92.36,,
2D GAN,21.75,98.82,,
2D GAN,27.52,85.30,,
2D GAN,34.24,44.93,,
2D GAN,28.46,108.57,,
2D GAN,0.53,37.53,,
2D GAN,46.03,69.14,,
2D GAN,25.79,76.58,,
2D GAN,11.37,43.09,,
2D GAN,2.47,52.60,,
2D GAN,7.21,56.97,,
2D GAN,3.45,141.52,,
2D GAN,11.33,26.71,,
2D GAN,23.47,44.31,,
2D GAN,1.05,61.36,,
2D GAN,28.34,74.21,,
2D GAN,30.19,131.85,,
2D GAN,59.46,98.02,,
2D GAN,2.70,77.83,,
2D GAN,2.86,49.50,,
2D GAN,11.00,85.34,,
2D GAN,22.80,55.34,,
2D GAN,0.79,74.46,,
2D GAN,2.25,58.65,,
2D GAN,1.12,85.45,,
2D GAN,10.82,100.74,,
2D GAN,10.36,64.32,,
2D GAN,2.76,63.37,,
2D GAN,11.35,94.42,,
2D GAN,1.00,68.01,,
2D GAN,55.03,101.43,,
2D GAN,2.38,51.90,,
2D GAN,18.81,76.60,,
2D GAN,39.05,138.06,,
2D GAN,5.12,79.49,,
2D GAN,14.46,71.32,,
2D GAN,1.22,94.81,,
2D GAN,15.97,97.96,,
2D GAN,39.60,68.07,,
2D GAN,0.40,26.41,,
2D GAN,4.14,95.13,,
2D GAN,0.71,59.46,,
2D GAN,0.80,73.70,,
2D GAN,18.99,91.96,,
2D GAN,1.74,72.08,,
2D GAN,2.72,69.53,,
2D GAN,25.18,65.12,,
2D GAN,2.61,80.33,,
2D GAN,1.68,110.57,,
2D GAN,9.58,42.97,,
2D GAN,1.01,69.63,,
2D GAN,1.32,79.89,,
2D GAN,29.76,107.24,,
2D GAN,76.43,124.29,,
2D GAN,24.89,65.23,,
2D GAN,12.66,125.79,,
2D GAN,1.08,73.01,,
2D GAN,5.64,50.85,,
2D GAN,1.03,78.68,,
2D GAN,15.20,71.65,,
2D GAN,47.17,91.79,,
2D GAN,10.87,82.57,,
2D GAN,0.92,54.85,,
2D GAN,7.55,53.27,,
2D GAN,5.12,51.49,,
2D GAN,23.59,31.43,,
2D GAN,35.92,75.40,,
2D GAN,1.64,37.55,,
2D GAN,0.83,51.25,,
2D GAN,1.90,34.91,,
2D GAN,8.16,94.43,,
2D GAN,13.36,72.19,,
2D GAN,16.07,31.21,,
2D GAN,14.86,60.49,,
2D GAN,13.45,92.20,,
2D GAN,35.86,62.17,,
2D GAN,1.51,99.41,,
2D GAN,2.09,81.29,,
2D GAN,33.02,85.79,,
2D GAN,52.15,106.17,,
2D GAN,7.87,45.95,,
2D GAN,38.53,72.96,,
2D GAN,13.46,40.73,,
2D GAN,5.71,78.39,,
2D GAN,9.92,41.74,,
2D GAN,5.37,52.66,,
2D GAN,4.70,75.77,,
2D GAN,9.66,41.59,,
2D GAN,31.98,66.02,,
2D GAN,25.21,124.11,,
2D GAN,1.22,96.62,,
2D GAN,1.17,63.34,,
2D GAN,33.29,98.97,,
2D GAN,1.06,76.99,,
2D GAN,1.03,30.46,,
2D GAN,32.85,58.44,,
2D GAN,3.41,59.75,,
2D GAN,13.08,65.51,,
2D GAN,33.39,76.55,,
2D GAN,2.45,102.18,,
2D GAN,31.99,83.87,,
2D GAN,3.86,79.68,,
2D GAN,7.80,87.20,,
2D GAN,2.11,60.62,,
2D GAN,23.52,85.20,,
2D GAN,28.33,77.80,,
2D GAN,0.97,59.01,,
2D GAN,0.92,59.58,,
2D GAN,19.23,99.22,,
2D GAN,1.62,55.47,,
2D GAN,19.89,81.56,,
2D GAN,0.88,70.67,,
2D GAN,36.77,105.96,,
2D GAN,20.17,92.43,,
2D GAN,0.69,41.63,,
2D GAN,52.30,91.13,,
2D GAN,59.38,141.59,,
2D GAN,45.85,87.39,,
2D GAN,19.25,158.50,,
2D GAN,21.87,83.08,,
2D GAN,5.30,51.38,,
2D GAN,20.68,83.25,,
2D GAN,27.54,104.27,,
2D GAN,26.84,65.10,,
2D GAN,46.50,106.62,,
2D GAN,1.90,29.26,,
2D GAN,1.38,57.74,,
2D GAN,28.29,74.47,,
2D GAN,0.88,68.27,,
2D GAN,6.50,96.05,,
2D GAN,1.52,56.54,,
2D GAN,1.39,82.94,,
2D GAN,7.82,59.30,,
2D GAN,1.37,87.73,,
2D GAN,6.30,64.31,,
2D GAN,20.36,118.17,,
2D GAN,39.24,59.69,,
2D GAN,2.30,81.58,,
2D GAN,9.66,112.46,,
2D GAN,0.92,55.31,,
2D GAN,1.59,99.01,,
2D GAN,5.90,63.36,,
2D GAN,18.20,177.42,,
2D GAN,32.09,57.38,,
2D GAN,7.89,92.55,,
2D GAN,31.12,75.33,,
2D GAN,5.34,60.13,,
2D GAN,24.62,75.92,,
2D GAN,37.88,68.22,,
2D GAN,1.64,110.94,,
2D GAN,26.75,49.35,,
2D GAN,23.06,78.57,,
2D GAN,23.71,40.92,,
2D GAN,13.71,90.33,,
2D GAN,69.72,111.43,,
2D GAN,16.33,75.15,,
2D GAN,40.76,47.73,,
2D GAN,1.56,104.31,,
2D GAN,17.05,94.74,,
2D GAN,21.49,60.67,,
2D GAN,1.80,77.97,,
2D GAN,2.47,101.28,,
2D GAN,42.56,49.34,,
2D GAN,1.29,33.98,,
2D GAN,2.56,57.16,,
2D GAN,19.42,64.38,,
2D GAN,4.64,86.51,,
2D GAN,8.69,67.19,,
2D GAN,1.36,78.01,,
2D GAN,3.60,58.57,,
2D GAN,2.80,79.72,,
2D GAN,5.87,38.92,,
2D GAN,8.80,112.59,,
2D GAN,15.36,65.89,,
2D GAN,4.36,65.75,,
2D GAN,1.21,92.40,,
2D GAN,20.61,25.54,,
2D GAN,2.98,39.34,,
2D GAN,2.93,55.08,,
2D GAN,0.75,66.86,,
2D GAN,1.44,64.90,,
2D GAN,26.63,77.97,,
2D GAN,2.12,66.87,,
2D GAN,5.67,77.93,,
2D GAN,7.98,64.41,,
2D GAN,4.98,61.30,,
2D GAN,40.26,122.02,,
2D GAN,1.13,71.21,,
2D GAN,51.71,116.18,,
2D GAN,29.54,70.41,,
2D GAN,11.00,91.43,,
2D GAN,1.10,61.76,,
2D GAN,1.17,38.88,,
2D GAN,23.53,55.28,,
2D GAN,38.57,81.35,,
2D GAN,0.34,40.41,,
2D GAN,11.39,53.18,,
2D GAN,29.77,104.41,,
2D GAN,59.16,100.01,,
2D GAN,14.89,70.18,,
2D GAN,13.62,79.56,,
2D GAN,5.26,64.57,,
2D GAN,2.12,84.59,,
2D GAN,26.95,74.86,,
2D GAN,15.63,90.14,,
2D GAN,2.24,32.02,,
2D GAN,22.83,83.75,,
2D GAN,29.26,70.63,,
2D GAN,23.85,74.16,,
2D GAN,1.20,75.89,,
2D GAN,67.90,134.27,,
2D GAN,2.08,33.05,,
2D GAN,1.02,26.40,,
2D GAN,29.51,35.33,,
2D GAN,4.43,63.00,,
2D GAN,1.44,54.94,,
2D GAN,43.89,64.31,,
2D GAN,2.55,37.00,,
2D GAN,0.91,59.44,,
2D GAN,13.07,57.53,,
2D GAN,7.18,75.98,,
2D GAN,65.70,90.70,,
2D GAN,26.84,55.59,,
2D GAN,3.44,75.26,,
2D GAN,3.25,50.73,,
2D GAN,1.18,85.84,,
2D GAN,22.57,67.16,,
2D GAN,9.14,65.17,,
2D GAN,0.94,54.76,,
2D GAN,1.36,92.33,,
2D GAN,33.22,47.62,,
2D GAN,3.04,32.29,,
2D GAN,37.70,80.83,,
2D GAN,11.17,57.65,,
2D GAN,0.98,61.27,,
2D GAN,1.33,78.28,,
2D GAN,11.76,102.67,,
2D GAN,11.80,63.76,,
2D GAN,4.59,45.02,,
2D GAN,1.99,46.06,,
2D GAN,1.13,72.72,,
2D GAN,17.17,38.77,,
2D GAN,44.94,92.38,,
2D GAN,40.08,113.66,,
2D GAN,3.98,39.64,,
2D GAN,22.85,76.50,,
2D GAN,0.94,58.46,,
2D GAN,1.25,29.51,,
2D GAN,22.38,97.45,,
2D GAN,12.87,49.75,,
2D GAN,1.42,93.85,,
2D GAN,16.41,38.17,,
2D GAN,34.89,92.40,,
2D GAN,31.16,48.21,,
2D GAN,19.08,96.46,,
2D GAN,1.00,54.06,,
2D GAN,64.86,129.57,,
2D GAN,4.01,65.59,,
2D GAN,18.43,110.42,,
2D GAN,6.20,118.34,,
2D GAN,0.94,67.88,,
2D GAN,14.54,110.22,,
2D GAN,0.98,81.65,,
2D GAN,21.69,68.20,,
2D GAN,1.45,102.03,,
2D GAN,2.46,94.22,,
2D GAN,11.22,88.72,,
2D GAN,8.98,92.68,,
2D GAN,28.78,50.33,,
2D GAN,13.07,53.48,,
2D GAN,19.56,80.81,,
2D GAN,5.70,46.32,,
2D GAN,2.51,34.96,,
2D GAN,1.60,31.49,,
2D GAN,6.12,100.22,,
2D GAN,28.12,78.88,,
2D GAN,1.34,75.72,,
2D GAN,21.48,100.91,,
2D GAN,30.03,46.36,,
2D GAN,1.53,55.78,,
2D GAN,14.66,77.91,,
2D GAN,18.08,127.46,,
2D GAN,2.27,113.91,,
2D GAN,3.93,78.39,,
2D GAN,16.77,59.33,,
2D GAN,25.62,113.97,,
2D GAN,20.76,61.27,,
2D GAN,39.93,81.93,,
2D GAN,1.34,73.73,,
2D GAN,1.21,79.44,,
2D GAN,6.69,47.36,,
2D GAN,0.93,55.72,,
2D GAN,6.33,97.90,,
2D GAN,9.23,113.22,,
2D GAN,29.29,84.01,,
2D GAN,1.67,37.75,,
2D GAN,54.89,53.20,,
2D GAN,5.10,92.52,,
2D GAN,1.46,73.00,,
2D GAN,31.62,119.26,,
2D GAN,25.48,58.31,,
2D GAN,35.77,81.02,,
2D GAN,30.08,36.85,,
2D GAN,1.20,73.09,,
2D GAN,43.67,85.08,,
2D GAN,0.41,34.24,,
2D GAN,32.34,72.33,,
2D GAN,15.48,108.53,,
2D GAN,7.84,21.49,,
2D GAN,49.86,94.98,,
2D GAN,4.57,60.75,,
2D GAN,1.62,46.74,,
2D GAN,2.03,106.26,,
2D GAN,1.84,97.54,,
2D GAN,1.11,71.26,,
2D GAN,42.75,55.93,,
2D GAN,46.41,112.47,,
2D GAN,9.30,59.85,,
2D GAN,5.43,96.91,,
2D GAN,0.80,62.58,,
2D GAN,1.27,63.66,,
2D GAN,30.80,92.62,,
2D GAN,19.19,89.92,,
2D GAN,4.64,65.52,,
2D GAN,30.35,94.43,,
2D GAN,0.99,62.75,,
2D GAN,0.77,42.22,,
2D GAN,1.26,109.17,,
2D GAN,30.62,131.04,,
2D GAN,27.40,59.22,,
2D GAN,2.99,30.25,,
2D GAN,31.26,54.07,,
2D GAN,16.69,64.88,,
2D GAN,43.40,67.28,,
2D GAN,11.47,32.47,,
2D GAN,1.33,77.19,,
2D GAN,8.22,81.45,,
2D GAN,17.03,82.37,,
2D GAN,25.69,53.56,,
2D GAN,2.20,38.76,,
2D GAN,2.92,66.72,,
2D GAN,19.91,80.29,,
2D GAN,19.68,45.75,,
2D GAN,16.42,70.26,,
2D GAN,3.05,90.46,,
2D GAN,19.60,75.47,,
2D GAN,9.76,66.99,,
2D GAN,0.93,43.18,,
2D GAN,12.88,27.64,,
2D GAN,4.24,83.71,,
2D GAN,3.00,39.99,,
2D GAN,31.77,79.58,,
2D GAN,20.11,81.90,,
2D GAN,57.98,107.34,,
2D GAN,10.65,57.92,,
2D GAN,13.89,133.84,,
2D GAN,22.79,77.51,,
2D GAN,8.73,53.31,,
2D GAN,1.12,67.06,,
2D GAN,33.09,89.70,,
2D GAN,33.25,55.58,,
2D GAN,7.24,47.36,,
2D GAN,2.54,39.96,,
2D GAN,1.33,85.23,,
2D GAN,19.40,45.67,,
2D GAN,4.46,93.34,,
2D GAN,1.20,90.70,,
2D GAN,13.18,97.72,,
2D GAN,1.14,56.52,,
2D GAN,11.76,63.64,,
2D GAN,53.18,131.89,,
2D GAN,17.60,94.51,,
2D GAN,35.52,64.84,,
2D GAN,41.50,101.56,,
2D GAN,7.03,79.15,,
2D GAN,5.58,103.78,,
2D GAN,15.79,96.72,,
2D GAN,1.12,75.36,,
2D GAN,1.11,74.90,,
2D GAN,5.82,52.84,,
2D GAN,4.57,46.18,,
2D GAN,16.66,45.61,,
2D GAN,5.55,82.67,,
2D GAN,29.11,117.98,,
2D GAN,0.82,72.21,,
2D GAN,5.51,112.63,,
2D GAN,1.29,81.95,,
2D GAN,9.96,81.58,,
2D GAN,29.72,108.03,,
2D GAN,0.60,36.08,,
2D GAN,8.56,51.71,,
2D GAN,1.11,67.18,,
2D GAN,5.34,92.80,,
2D GAN,38.90,82.92,,
2D GAN,4.87,82.45,,
2D GAN,10.67,78.61,,
2D GAN,9.14,78.46,,
2D GAN,13.47,49.19,,
2D GAN,38.59,64.99,,
2D GAN,21.62,112.67,,
2D GAN,20.56,102.39,,
2D GAN,29.51,128.67,,
2D GAN,28.79,71.68,,
2D GAN,47.93,120.84,,
2D GAN,5.33,83.27,,
2D GAN,8.74,105.39,,
2D GAN,1.41,91.07,,
2D GAN,23.95,128.63,,
2D GAN,15.19,87.85,,
2D GAN,1.50,93.17,,
2D GAN,8.58,75.59,,
2D GAN,26.09,56.62,,
2D GAN,38.33,94.34,,
2D GAN,21.43,47.16,,
2D GAN,25.24,55.32,,
2D GAN,33.68,85.31,,
2D GAN,0.82,64.22,,
2D GAN,1.91,126.21,,
2D GAN,15.60,50.37,,
2D GAN,0.83,72.21,,
2D GAN,6.11,64.13,,
2D GAN,38.72,89.46,,
2D GAN,10.60,56.81,,
2D GAN,16.42,107.54,,
2D GAN,1.40,102.83,,
2D GAN,2.46,48.78,,
2D GAN,12.45,79.82,,
2D GAN,1.16,93.32,,
2D GAN,8.73,87.04,,
2D GAN,12.82,67.06,,
2D GAN,10.15,68.39,,
2D GAN,10.48,89.58,,
2D GAN,6.99,78.29,,
2D GAN,17.41,41.49,,
2D GAN,1.32,32.01,,
2D GAN,31.28,152.49,,
2D GAN,8.29,61.01,,
2D GAN,1.76,75.73,,
2D GAN,4.55,39.19,,
2D GAN,1.56,71.06,,
2D GAN,1.12,76.12,,
2D GAN,2.54,58.59,,
2D GAN,1.42,92.98,,
2D GAN,26.68,68.92,,
2D GAN,1.41,80.96,,
2D GAN,1.02,73.23,,
2D GAN,41.54,100.40,,
2D GAN,36.61,73.26,,
2D GAN,5.50,84.46,,
2D GAN,2.48,56.11,,
2D GAN,31.19,106.87,,
2D GAN,37.16,133.91,,
2D GAN,0.95,80.30,,
2D GAN,4.82,89.11,,
2D GAN,76.06,156.76,,
2D GAN,3.91,77.74,,
2D GAN,0.69,54.05,,
2D GAN,7.56,110.43,,
2D GAN,50.45,77.28,,
2D GAN,7.76,89.59,,
2D GAN,38.61,101.63,,
2D GAN,30.07,61.61,,
2D GAN,6.59,65.88,,
2D GAN,2.18,65.11,,
2D GAN,2.87,75.09,,
2D GAN,2.89,44.03,,
2D GAN,26.98,133.72,,
2D GAN,15.07,69.49,,
2D GAN,29.77,83.19,,
2D GAN,35.93,81.43,,
2D GAN,5.44,53.56,,
2D GAN,54.15,113.05,,
2D GAN,49.97,86.02,,
2D GAN,36.75,129.02,,
2D GAN,15.99,50.37,,
2D GAN,31.50,56.65,,
2D GAN,39.75,71.30,,
2D GAN,28.74,65.88,,
2D GAN,1.66,55.92,,
2D GAN,20.13,105.59,,
2D GAN,28.12,64.41,,
2D GAN,41.56,57.33,,
2D GAN,10.56,60.49,,
2D GAN,1.56,61.94,,
2D GAN,2.23,41.50,,
2D GAN,0.93,72.01,,
2D GAN,16.69,86.20,,
2D GAN,36.68,117.40,,
2D GAN,2.66,61.35,,
2D GAN,2.73,39.09,,
2D GAN,21.04,57.06,,
2D GAN,24.34,78.05,,
2D GAN,1.19,48.42,,
2D GAN,26.05,33.12,,
2D GAN,46.36,72.48,,
2D GAN,78.95,103.61,,
2D GAN,46.25,110.54,,
2D GAN,2.21,68.89,,
2D GAN,41.31,101.48,,
2D GAN,32.55,90.58,,
2D GAN,26.69,119.92,,
2D GAN,16.48,72.33,,
2D GAN,50.83,114.05,,
2D GAN,43.88,59.17,,
2D GAN,8.36,61.67,,
2D GAN,38.19,85.21,,
2D GAN,8.77,76.58,,
2D GAN,1.34,96.35,,
2D GAN,29.46,82.11,,
2D GAN,3.44,81.83,,
2D GAN,7.92,64.39,,
2D GAN,11.77,75.18,,
2D GAN,17.91,62.84,,
2D GAN,25.55,80.32,,
2D GAN,8.98,64.48,,
2D GAN,3.27,80.65,,
2D GAN,23.84,136.26,,
2D GAN,25.82,40.91,,
2D GAN,3.50,102.71,,
2D GAN,8.69,64.50,,
2D GAN,1.25,40.83,,
2D GAN,79.76,133.43,,
2D GAN,15.93,71.63,,
2D GAN,7.28,72.06,,
2D GAN,28.17,54.74,,
2D GAN,11.49,123.75,,
2D GAN,42.89,77.93,,
2D GAN,48.56,80.13,,
2D GAN,34.50,71.60,,
2D GAN,8.96,93.23,,
2D GAN,1.33,87.06,,
2D GAN,31.47,130.19,,
2D GAN,27.78,80.31,,
2D GAN,0.63,58.28,,
2D GAN,33.25,66.60,,
2D GAN,17.75,47.55,,
2D GAN,23.07,100.95,,
2D GAN,20.99,100.45,,
2D GAN,1.26,62.86,,
2D GAN,0.73,53.17,,
2D GAN,32.21,50.99,,
2D GAN,1.54,100.61,,
2D GAN,1.23,91.85,,
2D GAN,3.82,77.19,,
2D GAN,29.99,103.59,,
2D GAN,2.31,80.81,,
2D GAN,1.44,40.42,,
2D GAN,10.17,108.62,,
2D GAN,1.85,74.55,,
2D GAN,20.71,104.42,,
2D GAN,8.55,88.32,,
2D GAN,8.66,110.52,,
2D GAN,9.04,55.81,,
2D GAN,1.16,79.06,,
2D GAN,22.95,61.38,,
2D GAN,2.05,31.44,,
2D GAN,7.15,84.76,,
2D GAN,1.04,60.49,,
2D GAN,3.43,73.13,,
2D GAN,6.64,108.81,,
2D GAN,33.00,104.70,,
2D GAN,30.55,87.99,,
2D GAN,2.44,69.48,,
2D GAN,0.37,21.34,,
2D GAN,27.21,75.57,,
2D GAN,4.52,42.75,,
2D GAN,10.34,74.07,,
2D GAN,25.92,58.09,,
2D GAN,12.35,40.96,,
2D GAN,18.72,122.56,,
2D GAN,0.98,72.06,,
2D GAN,15.11,49.31,,
2D GAN,5.37,46.25,,
2D GAN,0.90,58.36,,
2D GAN,1.49,50.04,,
2D GAN,20.13,34.14,,
2D GAN,2.14,112.59,,
2D GAN,16.50,29.09,,
2D GAN,27.67,57.82,,
2D GAN,1.02,71.47,,
2D GAN,49.78,136.80,,
2D GAN,1.12,54.52,,
2D GAN,8.36,78.67,,
2D GAN,1.72,87.80,,
2D GAN,36.28,69.28,,
2D GAN,5.17,91.11,,
2D GAN,38.88,104.85,,
2D GAN,2.69,61.05,,
2D GAN,13.17,107.37,,
2D GAN,8.01,59.95,,
2D GAN,0.84,63.46,,
2D GAN,7.41,61.83,,
2D GAN,8.77,61.83,,
2D GAN,2.46,59.78,,
2D GAN,10.93,54.61,,
2D GAN,1.34,48.32,,
2D GAN,10.46,75.44,,
2D GAN,2.01,57.80,,
2D GAN,2.91,58.36,,
2D GAN,19.46,42.03,,
2D GAN,10.67,31.15,,
2D GAN,1.03,56.79,,
2D GAN,39.44,88.05,,
2D GAN,1.02,55.31,,
2D GAN,0.89,79.78,,
2D GAN,44.17,104.40,,
2D GAN,66.02,85.50,,
2D GAN,1.04,81.86,,
2D GAN,3.06,77.05,,
2D GAN,7.83,29.50,,
2D GAN,29.13,82.80,,
2D GAN,1.04,72.65,,
2D GAN,15.69,77.75,,
2D GAN,23.12,86.53,,
2D GAN,16.68,80.10,,
2D GAN,1.93,58.41,,
2D GAN,39.75,74.07,,
2D GAN,1.35,51.81,,
2D GAN,46.45,74.24,,
2D GAN,2.32,34.03,,
2D GAN,26.25,30.61,,
2D GAN,36.22,102.09,,
2D GAN,7.84,107.34,,
2D GAN,1.68,98.33,,
2D GAN,2.73,108.16,,
2D GAN,24.55,117.75,,
2D GAN,1.60,111.51,,
2D GAN,0.92,70.28,,
2D GAN,1.08,80.80,,
2D GAN,42.43,86.02,,
2D GAN,51.00,79.98,,
2D GAN,22.30,71.41,,
2D GAN,39.00,98.23,,
2D GAN,0.49,35.27,,
2D GAN,3.99,84.66,,
2D GAN,0.80,48.28,,
2D GAN,25.15,105.68,,
2D GAN,1.05,94.12,,
2D GAN,14.48,116.91,,
2D GAN,35.58,87.05,,
2D GAN,16.18,89.70,,
2D GAN,0.99,57.91,,
2D GAN,12.70,85.42,,
2D GAN,26.47,81.54,,
2D GAN,2.57,50.78,,
2D GAN,30.84,51.08,,
2D GAN,44.71,111.07,,
2D GAN,33.45,47.44,,
2D GAN,5.76,66.51,,
2D GAN,1.20,62.74,,
2D GAN,22.46,105.41,,
2D GAN,6.33,50.72,,
2D GAN,26.01,86.29,,
2D GAN,0.96,63.19,,
2D GAN,8.64,64.31,,
2D GAN,4.75,95.51,,
2D GAN,1.04,65.23,,
2D GAN,0.72,37.57,,
2D GAN,31.24,92.68,,
2D GAN,50.52,74.04,,
2D GAN,18.87,61.97,,
2D GAN,0.88,68.63,,
2D GAN,6.07,114.01,,
2D GAN,42.65,105.34,,
2D GAN,4.81,59.42,,
2D GAN,3.91,45.71,,
2D GAN,15.12,50.49,,
2D GAN,20.51,45.08,,
2D GAN,6.25,67.30,,
2D GAN,2.32,60.37,,
2D GAN,27.38,74.58,,
2D GAN,20.81,119.82,,
2D GAN,0.71,72.14,,
2D GAN,4.81,87.90,,
2D GAN,3.76,126.13,,
2D GAN,10.93,48.21,,
2D GAN,4.16,25.50,,
2D GAN,3.54,57.43,,
2D GAN,2.69,95.45,,
2D GAN,13.51,65.44,,
2D GAN,25.65,90.68,,
2D GAN,43.54,46.41,,
2D GAN,89.74,148.23,,
2D GAN,1.22,77.62,,
2D GAN,19.89,42.64,,
2D GAN,36.57,137.79,,
2D GAN,30.40,109.22,,
2D GAN,0.97,55.98,,
2D GAN,3.29,78.38,,
2D GAN,2.76,62.43,,
2D GAN,16.69,55.43,,
2D GAN,1.50,48.60,,
2D GAN,19.53,65.53,,
2D GAN,23.83,69.50,,
2D GAN,3.02,102.34,,
2D GAN,1.45,110.06,,
2D GAN,18.10,41.15,,
2D GAN,22.35,80.77,,
2D GAN,2.98,74.02,,
2D GAN,0.73,48.67,,
2D GAN,17.98,66.35,,
2D GAN,0.82,68.92,,
2D GAN,6.03,54.11,,
2D GAN,0.99,62.96,,
2D GAN,1.43,100.06,,
2D GAN,7.61,85.90,,
2D GAN,82.68,111.06,,
2D GAN,11.10,62.68,,
2D GAN,4.57,86.80,,
2D GAN,9.37,80.89,,
2D GAN,2.67,33.15,,
2D GAN,65.98,125.75,,
2D GAN,21.95,90.11,,
2D GAN,46.31,68.07,,
2D GAN,32.08,59.73,,
2D GAN,31.92,97.49,,
2D GAN,3.65,71.55,,
2D GAN,26.81,49.71,,
